	BMAL1 (ARNTL)	CLOCK	CRY1	CRY2	CSNK2B	DEC1 (BHLHB2)	NPAS2	CIPC (KIAA1737)	RORC	DEC2 (BHLHB3)	PPP2R5D	PPP2R5E	PER2	PER1	CSNK1E	PPP1CC	CSNK2A1	CSNK2A2	NR1D2	EZH2	FBXL15	PPP1CA	PPP1CB	PPP2R1A	PPP2R1B	GSK3B	FBXW11	NONO	WDR5	CSNK1D	PPP2CA	RORB	NFIL3	RASD1	PRKACA	BMAL2 (ARNTL2)	DBP	RORA	PPP2CB	PER3	TIMELESS (TIM)	PPP5C	PRKCA	BTRC	NR1D1	FBXL3	NR0B1	AHR	AKT1	AR	EP300	EPAS1	HIF1A	HSP90AA1	KAT2B	HLF	NPAS4	ATRX	CA2	CEBPA	CEBPG	CHD4	CHEK1	CREBBP	CREM	TEF	DDB1	DDIT3	DNMT1	DNMT3A	DNMT3B	DR1	ATN1	E2F6	HDAC1	HDAC2	PML	RARA	VAV1	EED	SUZ12	POLA2	PHF1	GNAI1	GNAI2	GNB1	HCFC1	MCC	MEN1	MLL	MYC	MYOD1	BATF	CREB3L1	CREB3	NME1	NME2	PCNA	POLR2A	PXN	SFPQ	SPI1	VCL	PSPC1	NOS1	RXRA	NCOA3	GPRASP1	MED1	PSMC5	RBBP5	NCOA2	LMO3	NCOA1	NRIP2	SP1	STAT3	UBE2I	CUL4B	CUL4A	TREX1	TIPIN	ASH2L	WDR57	NCOR1	NCOR2	NR2E3	NOS1AP	NCOA5	PASK	HCFC2	DTL	GRWD1
50	0.8589387913473663	0.9199347121198845	0.40563993323558434	0.3796478296478296	0.47843633532944546	0.015931932108857568	0.30456294667399675	0.49658481324759274	0.09475593169109867	0.32692307692307637	0.5511596180081856	0.4399273516044621	0.053225306249030865	0.2701669684168175	0.5024077046548955	0.2326443977530983	0.6208233518423639	0.5766683257398827	0.16453471861580532	0.31498593812776216	0.22553191489361699	0.46524531246644085	0.27950596015011325	0.7106281764586299	0.9740835235665369	0.48055429592680504	0.7407648354048002	0.6086147731342945	0.6014776839565742	0.597631766725165	0.7273232893294724	0.2289156626506033	0.6896846347093105	0.4199999999999989	1.0	0.17872340425531916	0.003919368727570338	0.34011626843447373	0.39825305167750874	0.027892210589969414	0.13899613899613875	0.5100789399492529	0.1829727187206021	0.2722676579925649	0.1107008799458495	0.28597392526535154	0.3493975903614466	0.6475185234533858	0.49214087585105487	0.0	0.26902173913043487	0.465771486476441	0.47419190733348976	0.6441795520218918	0.24292825392160472	0.14689758285571894	0.387096774193548	0.7009136988128585	0.47111397770201785	0.2229294235204418	0.1095665242098341	0.6660257580802821	0.2570754716981139	0.3409958152242833	0.5850396518921769	0.07175971700393295	0.5144813492436343	0.13762218314179375	0.4227716449229083	0.08781399211127279	1.0	0.6808992451591729	0.10457516339869287	0.8395740595269267	0.6506388318503308	0.5688772778860358	0.743522561863173	0.09584664536741215	0.20093457943925214	0.6429980750721846	0.6669031931069433	0.6227717078780908	0.20528729430806586	0.45257767950657507	0.5743390990936647	0.3419254286056826	0.6191515578243267	0.4759905198619198	0.9859535054897873	0.16738377584216593	0.17644848575937477	0.3417721518987325	0.1518624641833814	0.291666666666668	0.6020982826480379	0.4532026632094751	0.3282970352241397	0.4604001337298305	0.2703743031590125	0.716223904766073	0.5798386413089552	0.36904761904761874	0.6998718770019218	0.5870583765987083	0.07411385606874303	0.3170674467139948	0.4658750416158029	0.21470836855452224	0.6604874970418869	0.396078431372549	0.9069443638684225	0.39225669764898863	0.5882352941176473	0.4278469340710004	0.16297306512103651	0.8510339673541555	0.4139697696444693	0.7220663511169182	0.5794131591423906	0.4200640402538739	0.4094732182381585	0.9117795405566506	0.7088221368825293	0.658657525022191	0.6245276834923732	0.33462849352419904	0.44897959183673397	0.07044410413476257	0.06203840472673565	0.13664596273291924	1.0	0.23769507803121268	0.7280736884261112
51	0.8520710059171598	0.746045482429235	0.2600584649717358	0.38136773136773133	0.5512226730507465	0.05258274048871018	0.24999999999999997	0.23691400393162942	0.09443994119829087	0.42307692307692263	0.18008185538881313	0.3382669398154523	0.004186695611722742	0.19100784550392272	0.31781701444622745	0.15379915097980384	0.7785978370743731	0.485113008410225	0.24877817646661965	0.37525110486139013	0.26622340425531915	0.5845331080548973	0.17162185939875843	0.6986121840482482	0.7657781657043106	0.5595641388140522	0.6222544720033485	0.8198939329166142	0.37525130679533564	0.5626225419294286	0.5621534082544043	0.28012048192771133	0.5692260606756189	0.4599999999999994	0.7055596933187295	0.3361702127659575	0.008511500315378763	0.4050187866082764	0.3702580220744097	0.009467477984806676	0.44787644787644754	0.6229677661873884	0.20602069614299148	0.41903345724907026	0.20051073780075074	0.5703484708961373	0.578313253012049	0.49670082667609017	0.5023115071026311	0.25821957315900773	0.46620244565217395	0.47518887597763615	0.029369178993504018	0.5058749902147314	0.3301280873835152	0.08330426115125839	0.5161290322580647	0.4121426348317105	0.7457845756933568	0.3112032998517719	0.23308129432207758	0.5844334403901308	0.5412735849056606	0.4506184937113082	0.7546857045981125	0.05570716059147935	0.4364018603777131	0.14216187476994807	0.40087583249703507	0.09051276728254112	0.18643508849071116	0.2863472267804398	0.14379084967320277	0.4468883651915858	1.0	0.5488126084070324	0.29606986899563303	0.14696485623003178	0.22663551401869148	0.3421318575553416	0.4770400405473899	0.445083381253594	0.28648502832479095	0.31642034213895043	0.8003347860837569	0.35712744275266795	0.5467699348706214	0.5136019372456077	0.6757651965895847	0.18868716549480533	0.22732396483054032	0.5063291139240502	0.30085959885386815	0.4166666666666669	0.867787944366402	0.7124305082511152	0.5276030855974473	0.8008217346166704	0.5541544996018052	0.5558084234175092	0.31421849831859155	0.34523809523809457	0.5809691589640341	0.6715208306952006	0.18904403866809902	0.3577098123360351	0.45805127066918205	0.19611158072696527	0.32218453366990124	0.7848023944780405	0.7801821662702326	0.4218607618006196	0.7352941176470591	0.42474770759694686	0.2304807364473237	0.5884545628537319	0.5238026663417283	0.4792144096292649	0.5945846283516831	0.27954714391903485	0.9714475431606908	1.0	0.8804776684728287	0.5876771448685377	0.4902635931089824	0.34042263122017724	0.5714285714285711	0.1669218989280242	0.09748892171344159	0.1335403726708076	0.7157456096835003	0.2929171668667463	0.540849018822587
52	0.6442137937724318	0.6908136885461397	0.1840447801108437	0.31621621621621626	0.5913623574127952	0.09789423553729155	0.05263881253435955	0.11311764901875841	0.02239410883811669	0.326923076923075	0.8431105047748977	0.21526390992976172	0.01996433555590015	0.2983303158318245	0.5361155698234343	0.3171104726784158	0.5534154008059045	0.6087777735237438	0.316597815701158	0.33427079148252314	0.2492021276595745	0.5147588399115115	0.1411002182368247	0.9116310903300128	0.9548811601987376	0.4813145189255514	0.6587993376157809	0.7903615293070984	0.616606353035786	0.6734679446383686	0.6484107899429091	0.2560240963855428	0.4282234719512351	1.0	0.7062081051478641	0.17872340425531916	0.025913903969029872	0.35856994947554827	0.47006797748702595	0.02747647303375035	0.06177606177606154	0.6606521943426369	0.25352775164628416	0.8893680297397774	0.3650544581871885	0.5801870789511944	0.38554216867469926	0.8379494725377855	0.32949483062957047	0.2030378773312825	0.4594089673913044	0.6414779863140723	0.2845934100336542	0.2309459546848463	0.5136659196943537	0.17192873162222774	0.41935483870967744	0.48412698412698435	0.4336128259467428	0.40197290219311327	0.19926736486169153	0.7115052042493315	0.3077830188679243	0.5253334563019495	0.5135155499463147	0.14170017357678022	0.5897655736164615	0.02633839106784998	0.5909132378432622	0.16940004151961807	0.2393096625261075	0.44466688546110916	0.18300653594771266	0.3588199354106658	0.6805840748345882	0.4349771943724704	0.888646288209607	0.06709265175718833	0.19080996884735196	0.39562078922040395	0.6669842878864674	0.43818286371477844	0.3328837334772053	0.2794134760851857	0.7801118969703367	0.2628701594533027	0.756979405034325	0.5750682672986759	0.6282892719131445	0.3230139573932207	0.18809649056887354	0.3417721518987325	0.2865329512893982	0.2500000000000007	0.37475479960008573	0.314381770638775	0.4638216797298552	0.6189051749925215	0.327979824794266	0.8063810232395292	0.2583717184276712	0.24999999999999958	0.6874027637961013	1.0	0.10526315789473693	0.4251816711228825	0.2575740761291754	0.19780219780219763	0.27814151613157695	0.47298271333455494	0.6213958345419738	0.4958766174594497	0.5882352941176473	0.483479329952359	0.2263893624275488	0.646117951568951	0.6515588738666387	0.5732689383392944	0.604119475320023	0.32025844816741944	0.4001770694997786	0.7459764317483605	0.7923089063075385	0.3795108812096355	0.4938424619603914	0.41956373551465576	0.4897959183673468	0.14088820826952514	0.05317577548005901	0.16770186335403725	0.5160234150213314	0.24489795918367377	0.31931651314911236
53	0.0404888932001164	0.4915432477434055	0.06840586125174057	0.5583947583947585	0.5658390846586389	0.7816122427938079	0.004947773501924126	0.4341285442974711	0.0563699561734925	0.33653846153846184	0.9459754433833562	0.4547669053849333	0.17576368429213832	0.29189297927982294	0.3916532905296944	0.7836570758829668	1.0	0.5972025473154919	0.8618849108912133	0.252310164724789	0.13723404255319147	0.4115579292520709	0.26774848402879364	0.8057789523615911	0.8638042164630053	0.7038731361199285	0.6845440649282112	0.5879675097343702	0.876357056694813	0.595471814552678	0.3515319559634227	0.1837349397590371	0.05396788961577209	0.31999999999999884	0.6984446878422781	0.038297872340425754	0.5076575047611692	0.3776126556251898	0.38195307360573055	0.13940436146490798	0.08108108108108085	0.6073677285969364	0.6533396048918159	0.49368029739776975	0.6266998953910529	0.5900741530557844	0.3012048192771085	0.42453032400836527	0.5513574850802724	0.5181695827725437	0.8351732336956523	0.7739904769729766	0.8058229631368864	0.14055942806381017	0.6593928707003173	0.4251432843259406	0.32258064516129015	0.8154372860255211	0.7621855708099143	0.5900237259721256	0.3445107155716276	0.5967431818425941	0.24174528301886747	0.6951800145256678	0.5754516171567426	0.5096565816360161	0.7844945034294842	0.16122039998364074	0.38983669373232377	0.2175627984222547	0.07310102231504892	0.5028552674762063	0.13071895424836596	0.1573710395391465	0.6149897330595482	0.39240668965074205	0.5337700145560407	0.11182108626198084	0.19158878504672866	0.7092155919153031	1.0	0.8694652098907418	0.28594550849743733	0.3971837542185501	0.6945604801616625	0.40534708068576913	0.7287449392712552	0.5764593745169768	0.45341348218119343	0.6465526288172945	0.12331855414443527	0.22784810126582405	0.0	0.04166666666666728	0.2429983421289088	0.11833263750027492	0.3669181201400291	0.541561823652584	0.46137509954871253	0.8901337768246607	0.7052872523808181	0.21428571428571416	0.6472156127024802	0.39280739521337216	0.09774436090225586	0.6656161731302752	0.6373321495949393	0.4260355029585797	0.42344403249980295	0.6133040131940624	0.707837790798863	0.7862333697831237	0.5588235294117645	0.6423082833871215	0.17627003068530517	0.7474367270307957	0.6699917473012569	0.5630849628408046	0.7692145603961439	0.3040768483046485	0.3961930057547588	0.5200605254711357	0.6916723657215004	0.29992960117535433	0.6731626275678384	0.4137014314928425	0.44897959183673397	0.10566615620214363	0.04283604135893657	0.360248447204969	0.4072328604028178	0.2689075630252095	0.31758109731677997
54	0.06452614220583955	0.4547585662956797	0.0	0.5552825552825552	0.6468012194114295	0.46843317180465344	0.0008246289169873674	0.0	0.031104455465948595	0.3076923076923069	0.679536152796726	0.2303057430106045	0.04574352612808187	0.26453429893381614	0.674157303370786	0.5387776396095081	0.7419028760541149	0.5623237234707811	0.8680807133096002	0.50863800723182	0.13510638297872335	0.6510570665597549	0.1646860777511363	0.707210137561835	0.9212434537397609	0.5402518071967777	0.1164859061379727	0.8405296421680207	0.48165460394049053	0.6624174750416242	0.1530974464674226	0.0722891566265057	0.1636507389979214	0.3	0.4258138006571741	0.11063829787234072	0.40121734169917006	0.312874771798502	0.8370002192822161	0.09781170868135604	0.33204633204633177	0.639601541208533	0.2704609595484477	1.0	0.6761430065842102	0.6593563708622111	0.31325301204819306	0.4417416391011419	0.5122720013448768	0.022303403191693945	0.42255434782608703	0.5935968011393203	0.5179032636769193	0.2610296995667253	0.5570821547089869	0.2646025417393471	0.35483870967741965	0.5415610688719931	0.41159126508799415	0.48912441217838515	0.2218099845019491	0.5371386833088071	0.19339622641509516	0.47643037478528527	0.5075253828620941	0.41049809944411486	0.6964319270882271	0.019263015827573525	0.36365295137305	0.20988166908864447	0.11520281411454324	0.5271414506071546	0.3006535947712418	0.26918041372086937	0.43292265571526356	0.08424163258313862	0.8665211062590973	0.10862619808306706	0.14252336448598113	0.7325072184793069	0.7702584896097313	1.0	0.25114647963312653	0.7615500989177237	0.8227443410595525	0.48334732046517215	0.5290969899665552	0.6714926065227472	0.5795252407532353	0.39385035155840065	0.3751409032839859	0.21518987341772172	0.2320916905444128	0.12500000000000186	0.44003189187136954	0.431035619328045	0.6856965829176866	0.6502964931111539	0.3251924608441731	0.9666360307526222	0.2655706898013396	0.285714285714285	0.5803399835270431	0.38647587691528423	0.08270676691729309	0.7541845124843893	0.3095105981578071	0.2950126796280641	0.29049985538113665	0.8914910512491601	0.6653129894993328	0.5707923273191181	0.3823529411764699	0.3750576302443523	0.1578588475963178	0.6238801345205655	0.9680803336527333	0.7549206485189862	0.8564505083495756	0.4379610040596945	0.38468348826914556	0.503874547205282	0.9382397811562946	0.0906308346851948	0.5744197523422754	0.33721881390593045	0.3061224489795919	0.13323124042879006	0.03692762186115215	0.015527950310559008	0.6875682111320566	0.14765906362545042	0.24856494460018666
55	0.19747793190416144	0.6207716238717027	0.06575003919181859	0.4652743652743653	0.428920577350433	0.15381065303737745	0.008521165475535993	0.087578715889781	0.029483286850673897	0.4423076923076921	0.5321964529331515	0.26608335628701296	0.004496821212591109	0.27549788774894385	0.4590690208667733	0.604119320212112	0.6769181771605025	0.5200556427632501	0.641115715121743	0.7464845319405383	0.15797872340425534	0.44930877225638793	0.5177123738441456	0.6174534119400961	0.9215120182623875	0.35415721945103895	0.31052899750696056	1.0	0.5571471652593485	0.655590483353583	0.2866957844628742	0.593373493975904	0.2140479742912889	0.4599999999999994	0.4594611171960571	0.2936170212765952	0.12517115480117588	0.4047846399812681	0.46520722169432066	0.0738690048754677	0.16602316602316533	0.5927074523071139	0.1980244590780809	0.19881040892193289	0.3539166820503354	0.7492366597198662	0.48192771084337366	0.48659765147521417	0.4164074976884928	0.01730436454527975	0.41092051630434784	0.45673360955589215	0.5844486186115675	0.20519495658744286	0.6078058606712955	0.1487166708198355	0.5	0.7349606509270376	0.2517276329125588	0.2689559151547871	0.1641854130465411	0.38131196493979397	0.33372641509433926	0.4530163817253265	0.6411739220524798	0.24759519258233909	0.5017969557455605	0.011737761236759205	0.3979563908402518	0.27797384264064784	0.16763768275255572	0.4387922546767312	0.15686274509803907	0.31928078903726986	0.5419233401779605	0.29238313454249537	0.46171761280931567	0.1565495207667729	0.23208722741433002	0.49658325312800755	0.8230106436898126	0.45773433007475556	0.3377394119233882	0.15873385313627383	0.5454600292560814	0.4263038005035367	0.5473684210526316	0.7525632438559431	0.4554376495123597	0.16056249344107454	0.022544525437739535	0.4556962025316445	0.2664756446991407	0.3749999999999996	0.4211498791399319	0.29709288272649353	0.14634127451284118	0.6897819851841425	0.33196177329439874	0.6510569390345311	0.3089340718342894	0.3571428571428575	0.5347190445685	0.6294795491958971	0.18152524167561732	0.40489820550000416	0.25307956941515924	0.18934911242603533	0.2181378349241411	0.7906908557815646	0.6617160758832744	0.5648008930198651	0.7058823529411763	0.38456021720198763	0.09512444595976827	0.664928957465618	0.5478074961090464	0.6065515838170096	1.0	0.4031391160157812	0.420540061974325	0.6633041404924571	0.6583197432794992	0.3371185454990665	0.5131193797631919	0.17334696659850038	0.5714285714285711	0.1699846860643185	0.05908419497784344	0.2608695652173913	0.5276813175910309	0.28091236494597815	0.21779468695768253
56	0.003763701619943737	0.2467794233634213	0.03771636189264208	0.7765765765765765	0.4993281060418271	0.5965612557013733	0.005085211654755364	0.2651351081198148	0.05289406075260688	0.326923076923075	0.5500682128240109	0.6310640751962542	0.20917971778570324	0.6726010863005432	0.6757624398073832	0.7833747838143023	0.7345361895398594	0.6111642865347063	0.9625647389965278	0.2430695058256329	0.24281914893617015	0.5725556454441971	0.390003125172344	0.6792478145964627	0.6646300523700819	0.49942649843954223	0.4320783214747147	0.5553501484708082	0.6032870928829915	0.5571648056364468	0.22711881042351628	0.20783132530120438	0.06455232921432853	0.3799999999999997	0.5390054764512595	0.08085106382978742	0.7796163015928831	0.35653580065341517	0.4023463197134713	0.3139196492686799	0.13127413127413093	0.6233201766751245	0.22342427093132639	0.6633457249070636	0.3497938588394561	0.6215770852517811	0.36144578313253023	0.6398021075316158	0.4155669496511724	0.34128052297635075	0.43775475543478265	0.770790051292886	0.6856265163966502	0.010278361112151059	0.7530276869573738	0.4575130824819337	0.4032258064516127	0.6206260281890535	0.11296415737584081	0.5374666723495343	0.28024859499992166	0.30823764460723757	0.25471698113207497	0.45957598884059814	0.11168459321491138	0.7338211060576099	0.6145353753640891	0.05962946300764798	0.34239576680959777	0.1382603280049827	0.11498296141585133	0.4345914013784049	0.10457516339869287	0.21951645282360124	0.37537075062742437	0.14998179832544584	0.23129548762736532	0.12779552715654954	0.30140186915887834	0.6262512030798842	0.7568981246832236	0.3967797584818861	0.3328837334772053	0.4039334341906205	0.5929031382425239	0.45836230667785627	0.5669072346417885	0.6139935081663147	0.4792982886585288	0.17105677405813824	0.32216126850529797	0.31645569620253144	0.2722063037249283	0.2500000000000007	0.3572395813559105	0.15527478081258672	0.03817032745748027	0.6899667435026657	0.25763206795858773	0.6914525799816186	0.29755983835871924	0.23809523809523833	0.4733458405783837	0.2745346334050904	0.13533834586466187	0.6974075719350594	0.4256464321384973	0.26796280642434483	0.240225079540375	0.3632520921141041	0.45831641236874177	0.6918284126116276	0.5588235294117645	0.44585318375083244	0.17831571769519267	0.6103369393837209	0.5500229857045534	0.6592598145252831	0.7756413633250802	0.5449425353079076	0.5343072155821162	0.674813150534183	0.7272870745436372	0.3477395855651801	0.4882518920914533	0.3003408316291752	0.428571428571429	0.13169984686064312	0.01624815361890686	0.45341614906832306	0.4841254092667922	0.2989195678271306	0.5118809237751967
57	0.01474439809874867	0.0858272719305933	0.0629927794837746	0.6622440622440623	0.5698356577820106	0.9368614339229867	0.010445299615173202	0.37318828507646684	0.0771703738304917	0.5288461538461543	0.6971350613915417	0.7415128770141854	0.4370057373236161	0.8235767451217058	0.5104333868378806	0.595350399496877	0.5486935209161278	0.6167540870630576	0.9441044170783864	0.3310566492567296	0.2590425531914894	0.42215365230278007	0.46330023451923547	0.6604973910686454	0.5638847858197931	0.4386086585398383	0.3913526104125345	0.4025811967787034	0.7253719340570967	0.48815561941128466	0.2424792658389357	0.3313253012048194	0.025504673731461293	0.5	0.5625585980284775	0.3999999999999994	0.7556387080514064	0.35424921249903973	0.4256267816680067	0.2587399372614233	0.14671814671814604	0.7045625411145566	0.3969896519285044	0.33873605947955376	0.1223924681558058	0.2582998109824068	0.6385542168674706	0.3431661636320453	0.5627469109859626	0.2314939434724094	0.5698879076086957	0.6845467954661943	0.6886593096971115	0.11966405045454703	0.6903279330908735	0.43345377523050077	0.6451612903225803	0.5563114134542707	0.28849166129180864	0.5850559525669986	0.2928348909657319	0.3884120863185711	0.6863207547169808	0.46551306733684567	0.17714318006291557	0.7638872410080637	0.8296885276707697	0.13962619115782585	0.5510446127178179	0.10919659539132248	0.020556227327690434	0.29058089924515906	0.18954248366013057	0.13799423932966753	0.32375085557837124	0.17809803207777472	0.3289665211062592	0.1757188498402556	0.18769470404984415	0.2893647738209818	0.6609630005068425	0.46808510638297857	0.5079579174534664	0.5367159315722102	0.864441796986925	0.7535547296487232	0.5373349762365781	0.47119892833221705	0.5397779549776114	0.3739112183859796	0.5315247614037724	0.5822784810126571	0.30372492836676235	0.4583333333333342	0.15461229861928433	0.21187017952492915	0.2956566188543635	0.4275219510478435	0.3996548977966552	0.550512786846981	0.5276372679232487	0.46428571428571375	0.45675848814862263	0.2922628846397366	0.34371643394199775	0.8215390289081292	0.4471201864387969	0.20287404902789521	0.4038284557334808	0.3827499847290943	0.4369089748796195	0.6306041552761072	0.7352941176470591	0.3933712412273962	0.22536651892260498	0.46605543049315107	0.5313851794823509	0.6444925146173781	0.6520044250118527	0.7077305735033449	0.49468791500664017	0.3437113118437342	0.5126519017307591	0.3251813534939243	0.6318248087188783	0.4409679618268575	0.6734693877551017	0.20367534456355263	0.06203840472673565	0.6149068322981368	0.47504712769123925	0.33373349339735875	0.35996529168335334
58	0.007119992239790475	0.06470729997370961	0.13743879160096273	0.7377559377559378	0.5337577789664576	0.663892693895787	0.006871907641561297	0.5307699996668109	0.0714962836770302	0.49038461538461525	0.6446111869031379	0.7275340862140204	0.42723678089626305	0.9844095755381211	0.48314606741572996	0.5017473521718623	0.6654111912707532	0.46201360440037254	0.8616464297649548	0.3660104459622338	0.263563829787234	0.40560857394454425	0.40012448165471326	0.6285789794673713	0.4002282798442325	0.5505081490570568	0.25629628955653017	0.4991392159354818	0.44496381182147166	0.5629761055290919	0.1078258166887497	0.6867469879518073	0.09520894703954501	0.5599999999999994	0.5237940854326396	0.29361702127659584	0.724876575454115	0.33701748416766364	0.5558073240260214	0.35634377716466986	0.1737451737451737	0.8080772483789116	0.24929444967074307	0.8	0.09854778167497386	0.24308147142926373	0.5421686746987954	0.6418296942978469	0.5617382533411782	0.5162468756008459	0.47180706521739135	0.6510753508535123	0.6281599749549971	0.07859783056339319	0.6818510218826153	0.5650137054572639	0.5967741935483872	0.6352652171979902	0.45664793144752597	0.6100605698969033	0.2386230216503076	0.48498877514850114	0.43867924528301855	0.472314768915071	0.1379057019609322	0.8619866851229319	0.6494409471013812	0.09991411394217009	0.36930936958306715	0.1422046917168362	0.0	0.45904168034131926	0.16993464052287585	0.4453172732827092	0.3459388546657541	0.5108674703955115	0.32590975254730703	0.10223642172523949	0.1814641744548285	0.39747353224254084	0.4447440446021285	0.47901092581943666	0.549231184246021	0.42965204236006066	0.9067123101747824	0.4520081524997004	0.5258229185002641	0.559302385491267	0.4372201435318654	0.2199601217336551	0.1405275418952431	0.4810126582278474	0.3123209169054442	0.4166666666666669	0.3403191718237846	0.08099057329319481	0.18887666904179187	0.5400221709982228	0.41810459251393683	0.6577093089413103	0.6340887896685224	0.3214285714285721	0.4716756657820079	0.6332784601747499	0.2008592910848548	0.6364146879112222	0.4687049162135168	0.19273034657650054	0.6431858220925034	0.24130474619754447	0.617914950397401	0.5869783123747039	0.7647058823529419	0.5696941755033041	0.04602795772246846	0.49418991460313705	0.4434357812647122	0.5608254267417706	0.6995733024284883	1.0	0.42563081009296144	0.4659544224861295	0.7125572097427534	0.5918704661626518	0.440807392812878	0.5086571233810497	0.6326530612244903	0.17457886676875928	0.0753323485967503	0.19565217391304363	0.8348546482785993	0.3097238895558215	0.4409958617007076
59	0.08435347754389369	0.14705109105249317	0.10093045988141017	0.6237919737919738	0.5034377486986132	0.42296456679382766	0.009070918086860905	0.6175990404158198	0.0818003214859796	0.4615384615384603	0.6324693042291952	0.8196615479961441	0.3590479144053342	0.9613759806879902	0.4044943820224719	0.6502329802895815	0.8391237520251464	0.5772553824163762	0.8568501350085586	0.8485335476094817	0.13244680851063825	0.49371057925672446	0.33420435475695875	0.635114183099546	0.5362226399892575	0.6214889700978954	0.4079668079995632	0.44656784018301743	0.7287897064736629	0.6753643312183802	0.35320050383602347	0.30421686746987864	0.1342438501855465	0.5	0.611382256297919	0.3063829787234042	0.46450312092861606	0.444040785415592	0.40366201301074467	0.2638610680675763	0.1737451737451737	0.7220186072737524	0.4506114769520227	0.6093680297397773	0.10759337886899269	0.415935637086221	0.5542168674698799	0.7837839403541906	0.6814743212574599	0.6408383003268601	0.4697690217391305	0.8622838832353253	0.4326915551381387	0.05661373545398539	0.8274922547542952	0.42337403438823806	0.5645161290322578	0.6922435640923034	0.285266746521699	0.5024175865808553	0.30008296936395357	0.407435255701043	0.3891509433962259	0.5884394129785688	0.21619228813080418	0.7425790433502515	0.7427417081649911	0.031205267678213598	0.39558434449411545	0.025534565082001325	0.0777179289875783	0.39386281588447664	0.16339869281045746	0.34022868115562543	0.4485512206251427	0.3905651084605666	0.465065502183406	0.15974440894568692	0.20404984423675998	0.5066891241578444	0.7434769386720733	0.5997699827487064	0.4623684920420825	0.4253462120330503	0.7653330518315214	0.4114614554609763	0.6611864108431614	0.619506414549951	0.4665399006317856	0.472662398992549	0.7344254903434282	0.4556962025316445	0.3495702005730659	0.3333333333333353	0.2325955174203017	0.17762200883341744	0.1165479104061465	0.458473368408087	0.33262543137775424	0.5425474491954427	0.7051671517789018	0.3928571428571429	0.4886519630273634	0.4570089907559833	0.3877551020408165	0.9451089188577558	0.5213072910886694	0.19103972950126794	0.5465278325576506	0.47273837884063274	0.5943029529500492	0.8557727355567706	0.7941176470588247	0.4281799088161467	0.20831912717354253	0.5786845055275559	0.6335081723872454	0.6060911096356901	0.7028920613180211	0.7932414660643832	0.4238601150951749	0.3919024256041083	0.8151928034089114	0.3632273269872365	0.607367949157459	0.4629175187457396	0.6122448979591838	0.1699846860643185	0.05908419497784344	0.16149068322981355	0.7208552435757516	0.3085234093637452	0.1626618608997464
