	BMAL1 (ARNTL)	CLOCK	CRY1	CRY2	CSNK2B	DEC1 (BHLHB2)	NPAS2	CIPC (KIAA1737)	RORC	DEC2 (BHLHB3)	PPP2R5D	PPP2R5E	PER2	PER1	CSNK1E	PPP1CC	CSNK2A1	CSNK2A2	NR1D2	EZH2	FBXL15	PPP1CA	PPP1CB	PPP2R1A	PPP2R1B	GSK3B	FBXW11	NONO	WDR5	CSNK1D	PPP2CA	RORB	NFIL3	RASD1	PRKACA	BMAL2 (ARNTL2)	DBP	RORA	PPP2CB	PER3	TIMELESS (TIM)	PPP5C	PRKCA	BTRC	NR1D1	FBXL3
48	4231.2	2662.8	7293.0	1071.2	17801.2	4801.7	207.5	2895.5	1447.8	51.9	734.8	4617.28	110.63333333333333	482.9	87.13333333333333	27597.0	2515.0166666666664	1289.3333333333333	3199.0499999999997	307.4	317.8	24227.4	21252.6	12358.04	4693.1	999.1333333333333	9295.96	7676.299999999999	1731.05	6284.4400000000005	12647.799999999997	70.63333333333334	4601.9	48.1	7352.549999999999	56.2	251.6	3495.566666666666	2650.75	105.76666666666667	52.75	2308.7333333333336	82.56666666666666	304.08000000000004	157.2	1785.533333333333
49	5100.8	2503.625	5470.3	1774.7	17814.0	2618.2	258.25	2747.8333333333335	1458.35	52.599999999999994	692.7	5000.3	108.76666666666667	490.8	86.36666666666666	28195.4	2421.816666666667	1538.1000000000001	4799.55	286.4	257.7	23887.3	24048.7	14965.079999999998	4707.6	1131.2166666666667	9930.039999999999	7266.275	2113.45	6256.78	12533.766666666668	72.06666666666666	6800.1	49.1	7143.7	58.2	239.10000000000002	3880.8444444444444	2890.6	110.41666666666667	52.25	2017.2333333333336	88.83333333333333	314.78	136.6	1875.3999999999999
50	4537.7	2842.225	5217.1	1998.3	20315.1	2942.7	171.05	3120.866666666667	1221.95	51.85	858.6	5222.64	149.6	456.4	88.63333333333333	29931.9	2582.6333333333337	1606.8166666666666	7059.55	302.5	310.2	23509.6	19168.375	14848.619999999999	5302.6	1218.9333333333334	10075.539999999999	7803.300000000001	1779.7	5861.539999999999	14338.433333333334	71.13333333333333	5993.9	48.3	9071.9	56.5	480.5	4036.5555555555557	2986.2999999999997	111.01666666666667	53.75	2202.366666666667	87.26666666666667	340.7	470.1	1864.7333333333333
51	4502.3	2445.375	3638.4	2002.5	21988.8	3689.2	151.2	2601.2999999999997	1220.8	52.35	586.6	4750.219999999999	107.43333333333334	377.7	84.80000000000001	28828.65	2772.5333333333333	1487.25	9744.25	317.5	325.5	25175.8	18141.374999999996	14671.3	4682.1	1317.6666666666667	9554.539999999999	8260.45	1554.6499999999999	5752.620000000001	13665.300000000001	71.7	5049.3	48.5	7391.75	58.35	819.4	4233.666666666666	2948.0	94.76666666666665	57.75	2362.5333333333333	88.89999999999999	360.43999999999994	762.0	2255.9
52	3430.9	2319.325	2814.1	1843.4	22911.8	4612.1	79.4	2353.6	958.6	51.849999999999994	1072.6	4178.62	121.0	484.4	89.33333333333333	31113.8	2501.5	1648.75	11905.550000000001	307.3	319.1	24201.2	17850.824999999997	17814.82	5245.4	1219.8833333333332	9715.199999999999	8196.550000000001	1794.75	6097.479999999999	14016.833333333334	71.43333333333334	3943.6	51.2	7395.45	56.5	2103.7	4092.5999999999995	3084.55	110.65000000000002	52.75	2416.0	92.26666666666667	423.7	1296.8	2269.4333333333334
53	319.0	1864.5500000000002	1560.1	2434.8	22324.9	18538.0	62.05	2995.9	1082.25	51.900000000000006	1148.0	5291.6	254.96666666666667	478.0	86.33333333333333	37642.0	3039.016666666667	1633.6333333333332	29282.95	286.9	277.0	22759.7	19056.45	16252.76	4974.1	1498.0	9828.38	7758.625	2053.15	5854.82	12806.933333333334	70.63333333333334	1008.8	47.8	7351.15	54.85	37656.45	4150.433333333333	2964.0	209.36666666666667	53.0	2340.4	120.60000000000001	370.48	2147.2	2283.0333333333333
54	442.9	1780.6000000000001	818.3	2427.2	24186.6	12159.2	60.550000000000004	2127.2666666666664	990.3000000000001	51.75	952.7	4248.52	143.16666666666666	450.8	92.2	34215.5	2728.3666666666672	1588.0833333333333	29480.4	350.7	276.2	26105.0	18075.35	14798.179999999998	5145.2	1293.5333333333333	7331.0599999999995	8305.1	1660.5	6063.1	11998.233333333335	69.39999999999999	1868.9	47.7	5795.45	55.7	29801.15	3953.8222222222216	3586.5499999999997	172.6833333333333	56.25	2386.1333333333337	93.46666666666665	438.5799999999999	2307.9	2378.3333333333335
55	1128.2	2159.475	1531.3	2207.4	19176.5	5751.0	63.349999999999994	2302.5000000000005	984.4000000000001	52.45	844.7	4414.780000000001	107.7	461.7	87.73333333333333	35129.799999999996	2650.15	1532.8833333333334	22247.4	409.9	284.8	23287.0	21435.975	13473.64	5146.0	1060.9833333333333	8184.12	8650.15	1735.6	6041.86	12542.699999999999	75.16666666666667	2264.1	48.5	5987.450000000001	57.849999999999994	9428.9	4232.955555555555	3077.9	151.56666666666666	54.099999999999994	2319.6	88.33333333333333	330.82	1260.6	2501.9666666666667
56	129.7	1305.95	1227.3	2967.6	20795.5	14768.9	62.1	2657.766666666667	1069.6	51.849999999999994	857.8	6110.86	283.7	856.5	92.23333333333335	37638.05	2719.5000000000005	1651.8666666666668	32491.45	284.6	316.7	25008.5	20220.25	14385.539999999999	4380.8	1242.5166666666667	8718.48	7688.049999999999	1781.5	5735.640000000001	12299.900000000001	70.89999999999999	1091.8	48.1	6441.349999999999	55.35	57727.05	4086.4222222222224	2991.9	363.2833333333333	53.65	2363.0333333333333	90.13333333333333	393.3	1247.2	2326.366666666667
57	186.3	938.625	1501.4	2688.4	22416.8	21700.1	64.05000000000001	2873.9666666666667	1157.95	52.900000000000006	965.6	6624.12	479.59999999999997	1006.6	88.8	35007.1	2495.8166666666666	1659.1666666666667	31903.15	306.5	322.8	22907.7	20918.0	14108.84	4080.7	1166.5166666666667	8539.439999999999	7357.5	1902.9499999999998	5520.9400000000005	12362.5	72.26666666666667	785.6	48.7	6575.75	59.099999999999994	55957.5	4079.477777777777	3023.75	314.6166666666666	53.849999999999994	2478.3	102.43333333333334	349.64	508.1	1826.6666666666667
58	147.0	890.4250000000001	2308.7	2872.8	21587.2	16140.3	62.75	3189.266666666667	1137.3	52.7	927.1	6559.159999999999	471.2	1166.5	88.23333333333335	33697.35	2636.2999999999997	1457.0833333333333	29275.35	315.2	324.5	22676.6	20316.600000000002	13637.819999999998	3593.2	1306.3500000000001	7945.7	7566.425	1624.0	5753.719999999999	11813.733333333332	76.2	1332.2	49.0	6354.55	57.85	53687.25	4027.144444444444	3201.85	400.70000000000005	54.2	2625.1666666666665	91.96666666666665	411.68	430.6	1805.7333333333333
59	545.1	1078.3500000000001	1912.8	2594.5	20890.0	11233.1	63.55	3363.0	1174.8	52.55	918.2	6987.280000000001	412.5666666666666	1143.6	86.59999999999998	35775.049999999996	2845.383333333333	1607.5833333333333	29122.5	435.3	275.2	23907.2	19689.075	13734.26	3998.3	1395.05	8612.48	7452.674999999999	1906.35	6103.38	12813.733333333332	71.96666666666665	1638.3	48.7	6854.35	58.0	34471.65	4352.177777777778	2993.7	319.1333333333334	54.2	2503.0666666666666	106.23333333333333	386.04	460.0	2043.5000000000002
60	185.1	1121.05	5114.4	2505.6	15933.0	9187.1	63.550000000000004	3994.833333333334	1465.0	53.3	1109.8	7825.32	888.5333333333333	969.0	90.83333333333333	38098.0	2581.6666666666665	1398.8999999999999	26924.050000000003	330.6	320.9	19221.8	24817.074999999997	9242.64	2839.3	1197.533333333333	7970.800000000001	7406.349999999999	1714.1	4126.82	14132.966666666667	74.56666666666666	1702.4	49.5	6353.799999999999	59.4	17091.05	4275.966666666666	3030.95	258.75000000000006	54.400000000000006	2370.366666666667	87.03333333333335	335.68	121.9	1674.2
61	285.4	1405.525	2241.4	1294.0	9313.6	7455.8	72.35	2458.5333333333333	1158.0	53.95	454.6	4273.0199999999995	420.5333333333333	505.6	82.0	35891.05	2581.383333333333	949.8666666666664	20688.850000000002	301.0	326.8	18991.7	25597.824999999997	4361.88	2511.0	618.4166666666667	7416.459999999999	7922.424999999999	1181.35	4214.44	15449.700000000003	78.83333333333333	585.6	50.0	3365.65	61.0	10698.15	4165.222222222222	3500.65	137.71666666666667	54.8	1478.6666666666667	90.03333333333335	310.76	125.2	1823.6333333333332
62	643.4	1801.5999999999997	3832.0	1480.9	13146.5	6234.1	64.95	3062.233333333333	1583.55	53.55	646.8	4659.379999999999	738.6666666666666	494.8	92.13333333333333	32962.5	2136.35	853.7166666666667	11514.3	314.2	361.5	23333.5	25309.35	5804.58	2401.0	663.1666666666666	6818.960000000001	7519.575000000001	1635.25	4031.6	14986.466666666665	75.03333333333333	1512.1	49.8	4505.099999999999	61.5	5231.85	3368.911111111111	3031.1	134.86666666666667	54.099999999999994	1984.2333333333333	86.36666666666667	368.41999999999996	123.2	1592.0333333333335
63	1018.0	1995.2500000000002	4857.1	1258.5	11249.0	9124.0	64.05000000000001	3189.1	1569.6	53.45	484.4	5075.72	473.09999999999997	500.3	90.46666666666665	28441.199999999997	2398.333333333333	956.9666666666666	12541.800000000001	324.2	286.3	17508.7	25519.275	6414.82	2715.5	731.2166666666667	8049.74	7064.9	1446.85	4912.76	13552.233333333335	74.56666666666666	1515.3	49.7	5631.150000000001	59.900000000000006	5295.450000000001	3787.266666666667	2550.65	161.73333333333335	54.099999999999994	1499.7666666666664	85.36666666666667	320.56	122.7	1786.5
