affy	entrez	Species	Gene Name
1453074_at	68440	Mus musculus	dual specificity phosphatase 23(Dusp23)
1460551_at	19384	Mus musculus	RAN, member RAS oncogene family(Ran)
1453157_at	72252	Mus musculus	glycerol-3-phosphate dehydrogenase 1-like pseudogene(1700022A21Rik)
1440905_at	23908	Mus musculus	heparan sulfate 2-O-sulfotransferase 1(Hs2st1)
1432103_a_at	20408	Mus musculus	SH3-domain GRB2-like 3(Sh3gl3)
1433015_at	76733	Mus musculus	RIKEN cDNA 6330436F06 gene(6330436F06Rik)
1424537_at	100040448	Mus musculus	predicted gene 2777(Gm2777)
1425356_at	77264	Mus musculus	zinc finger protein 142(Zfp142)
1431490_at	77965	Mus musculus	RIKEN cDNA A930033C23 gene(A930033C23Rik)
1448092_x_at	321018	Mus musculus	serine (or cysteine) peptidase inhibitor, clade A, member 4, pseudogene 1(Serpina4-ps1)
1431780_at	69398	Mus musculus	cadherin-related family member 4(Cdhr4)
1431346_at	70715	Mus musculus	RIKEN cDNA 6330405D24 gene(6330405D24Rik)
1437117_at	216859	Mus musculus	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1(Acap1)
1420302_at	102401	Mus musculus	expressed sequence AA414903(AA414903)
1450777_at	24128	Mus musculus	5'-3' exoribonuclease 2(Xrn2)
1457967_at	77913	Mus musculus	RIKEN cDNA A030003K21 gene(A030003K21Rik)
1454007_a_at	77264	Mus musculus	zinc finger protein 142(Zfp142)
1438065_at	225283	Mus musculus	regulation of nuclear pre-mRNA domain containing 1A(Rprd1a)
1442165_at	78795	Mus musculus	armadillo repeat containing 9(Armc9)
1432470_at	74227	Mus musculus	RIKEN cDNA 1700016A09 gene(1700016A09Rik)
1418679_at	14943	Mus musculus	granzyme F(Gzmf)
1416326_at	12925	Mus musculus	cysteine-rich protein 1 (intestinal)(Crip1)
1440043_at	109676	Mus musculus	ankyrin 2, brain(Ank2)
1419353_at	13480	Mus musculus	dolichol-phosphate (beta-D) mannosyltransferase 1(Dpm1)
1438213_at	320492	Mus musculus	RIKEN cDNA A830018L16 gene(A830018L16Rik)
1446183_at	74018	Mus musculus	amyotrophic lateral sclerosis 2 (juvenile)(Als2)
1437178_at	631105	Mus musculus	predicted gene 7056(Gm7056)
1415894_at	18606	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 2(Enpp2)
1446710_at	97507	Mus musculus	expressed sequence C76669(C76669)
1439385_x_at	114644	Mus musculus	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3(Slc13a3)
1460490_at	27395	Mus musculus	mitochondrial ribosomal protein L15(Mrpl15)
1432573_at	65246	Mus musculus	exportin 7(Xpo7)
1427959_at	213012	Mus musculus	abhydrolase domain containing 10(Abhd10)
1443536_at	26570	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11(Slc7a11)
1423745_at	67826	Mus musculus	synaptosomal-associated protein, 47(Snap47)
1429547_at	67750	Mus musculus	RIKEN cDNA 4930578I06 gene(4930578I06Rik)
1436789_at	380694	Mus musculus	cyclin J-like(Ccnjl)
1429428_at	21416	Mus musculus	transcription factor 7 like 2, T cell specific, HMG box(Tcf7l2)
1425434_a_at	20288	Mus musculus	macrophage scavenger receptor 1(Msr1)
1437768_at	70797	Mus musculus	ankyrin repeat and IBR domain containing 1(Ankib1)
1456037_x_at	50907	Mus musculus	prolactin regulatory element binding(Preb)
1456387_at	319211	Mus musculus	nucleolar protein 4(Nol4)
1456033_at	21387	Mus musculus	T-box 4(Tbx4)
1449203_at	108096	Mus musculus	solute carrier organic anion transporter family, member 1a5(Slco1a5)
1434829_at	12402	Mus musculus	Casitas B-lineage lymphoma(Cbl)
1425560_a_at	67860	Mus musculus	S100 calcium binding protein A16(S100a16)
1445888_x_at	235587	Mus musculus	poly (ADP-ribose) polymerase family, member 3(Parp3)
1429444_at	68895	Mus musculus	RAS-like, family 11, member A(Rasl11a)
1455535_at	20678	Mus musculus	SRY (sex determining region Y)-box 5(Sox5)
1458221_at	333639	Mus musculus	mastermind-like domain containing 1(Mamld1)
1452984_at	67974	Mus musculus	cyclin Y(Ccny)
1426126_a_at	101883	Mus musculus	IGF-like family receptor 1(Igflr1)
1456428_at	20309	Mus musculus	chemokine (C-X-C motif) ligand 15(Cxcl15)
1445685_at	14457	Mus musculus	growth arrest specific 7(Gas7)
1418542_s_at	52504	Mus musculus	centromere protein O(Cenpo)
1421979_at	18675	Mus musculus	phosphate regulating endopeptidase homolog, X-linked(Phex)
1421479_at	57908	Mus musculus	zinc finger protein 318(Zfp318)
1439139_at	51925	Mus musculus	DNA segment, Chr 2, ERATO Doi 640, expressed(D2Ertd640e)
1442410_at	277854	Mus musculus	DEP domain containing 5(Depdc5)
1458596_at	67665	Mus musculus	dynactin 4(Dctn4)
1431447_at	73779	Mus musculus	proline rich 27(Prr27)
1450479_x_at	19248	Mus musculus	protein tyrosine phosphatase, non-receptor type 12(Ptpn12)
1424734_at	19417	Mus musculus	RAS protein-specific guanine nucleotide-releasing factor 1(Rasgrf1)
1459539_at	80905	Mus musculus	polymerase (DNA directed), eta (RAD 30 related)(Polh)
1430971_a_at	11834	Mus musculus	aquarius(Aqr)
1436806_at	67525	Mus musculus	tripartite motif-containing 62(Trim62)
1422466_at	18230	Mus musculus	nucleoredoxin(Nxn)
1440390_at	217219	Mus musculus	family with sequence similarity 171, member A2(Fam171a2)
1427173_a_at	14548	Mus musculus	mitochondrial ribosomal protein S33(Mrps33)
1452633_s_at	269774	Mus musculus	AP2 associated kinase 1(Aak1)
1422361_at	21893	Mus musculus	T lymphoma oncogene(Tlm)
1454155_at	74991	Mus musculus	RIKEN cDNA 4930500H12 gene(4930500H12Rik)
1427547_a_at	13487	Mus musculus	solute carrier family 26, member 3(Slc26a3)
1432797_at	73031	Mus musculus	RIKEN cDNA 2900060N12 gene(2900060N12Rik)
1431230_a_at	224671	Mus musculus	BTB (POZ) domain containing 9(Btbd9)
1448890_at	16598	Mus musculus	Kruppel-like factor 2 (lung)(Klf2)
1429514_at	67916	Mus musculus	phospholipid phosphatase 3(Plpp3)
1416440_at	53599	Mus musculus	CD164 antigen(Cd164)
1434645_at	320827	Mus musculus	RIKEN cDNA C530008M17 gene(C530008M17Rik)
1436894_at	100039795	Mus musculus	immunoglobulin-like domain containing receptor 2(Ildr2)
1430278_a_at	93838	Mus musculus	DEAQ RNA-dependent ATPase(Dqx1)
1433717_at	226178	Mus musculus	WW domain binding protein 1 like(Wbp1l)
1438461_at	20218	Mus musculus	KH domain containing, RNA binding, signal transduction associated 1(Khdrbs1)
1418235_at	11793	Mus musculus	autophagy related 5(Atg5)
1431044_at	225160	Mus musculus	THO complex 1(Thoc1)
1425646_at	225994	Mus musculus	nicotinamide riboside kinase 1(Nmrk1)
1448685_at	67267	Mus musculus	ubiquinol-cytochrome c reductase complex assembly factor 2(Uqcc2)
1449965_at	17231	Mus musculus	mast cell protease 8(Mcpt8)
1426858_at	16324	Mus musculus	inhibin beta-B(Inhbb)
1420462_at	60367	Mus musculus	interleukin 1 receptor accessory protein-like 2(Il1rapl2)
1443961_at	100043292	Mus musculus	predicted gene 4340(Gm4340)
1439645_at	11552	Mus musculus	adrenergic receptor, alpha 2b(Adra2b)
1427048_at	319757	Mus musculus	smoothened, frizzled class receptor(Smo)
1423673_at	223732	Mus musculus	leucine zipper, down-regulated in cancer 1-like(Ldoc1l)
1449841_at	16568	Mus musculus	kinesin family member 3A(Kif3a)
1460686_at	68107	Mus musculus	cyclin N-terminal domain containing 1(Cntd1)
1434455_at	230903	Mus musculus	F-box protein 44(Fbxo44)
1431028_a_at	75735	Mus musculus	pantothenate kinase 1(Pank1)
1438339_at	211651	Mus musculus	Fanconi anemia, complementation group D2(Fancd2)
1427657_at	76457	Mus musculus	coiled-coil domain containing 134(Ccdc134)
1433457_s_at	231413	Mus musculus	G-rich RNA sequence binding factor 1(Grsf1)
1438632_x_at	21958	Mus musculus	transition protein 1(Tnp1)
1456308_x_at	21849	Mus musculus	tripartite motif-containing 28(Trim28)
1452891_at	66658	Mus musculus	coiled-coil domain containing 51(Ccdc51)
1436047_at	269037	Mus musculus	CBP80/20-dependent translation initiation factor(Ctif)
1460629_at	94092	Mus musculus	tripartite motif-containing 16(Trim16)
1421746_a_at	50760	Mus musculus	F-box protein 17(Fbxo17)
1456689_at	50849	Mus musculus	ring finger protein 10(Rnf10)
1448986_x_at	13423	Mus musculus	deoxyribonuclease II alpha(Dnase2a)
1428826_at	14536	Mus musculus	nuclear receptor subfamily 6, group A, member 1(Nr6a1)
1454854_at	330962	Mus musculus	solute carrier family 51, beta subunit(Slc51b)
1448032_at	27215	Mus musculus	5-azacytidine induced gene 2(Azi2)
1458753_at	381112	Mus musculus	Rho guanine nucleotide exchange factor (GEF) 33(Arhgef33)
1459646_at	328779	Mus musculus	heparan sulfate (glucosamine) 3-O-sulfotransferase 6(Hs3st6)
1430569_at	70387	Mus musculus	tetratricopeptide repeat domain 9C(Ttc9c)
1422995_at	171543	Mus musculus	BCL2 modifying factor(Bmf)
1426599_a_at	20525	Mus musculus	solute carrier family 2 (facilitated glucose transporter), member 1(Slc2a1)
1422144_at	16326	Mus musculus	inhibin beta-E(Inhbe)
1433439_at	266692	Mus musculus	copine I(Cpne1)
1455094_s_at	67128	Mus musculus	ubiquitin-conjugating enzyme E2G 1(Ube2g1)
1420030_at	193116	Mus musculus	SLU7 splicing factor homolog (S. cerevisiae)(Slu7)
1417387_at	67279	Mus musculus	mediator complex subunit 31(Med31)
1428721_at	66689	Mus musculus	kelch-like 28(Klhl28)
1454151_at	66074	Mus musculus	transmembrane protein 167(Tmem167)
1419558_at	17248	Mus musculus	transformed mouse 3T3 cell double minute 4(Mdm4)
1452086_at	76357	Mus musculus	TRM5 tRNA methyltransferase 5(Trmt5)
1433631_at	217869	Mus musculus	eukaryotic translation initiation factor 5(Eif5)
1450994_at	19877	Mus musculus	Rho-associated coiled-coil containing protein kinase 1(Rock1)
1421364_at	80749	Mus musculus	leucine rich repeat and fibronectin type III domain containing 1(Lrfn1)
1457363_at	654469	Mus musculus	predicted gene, 17753(Gm17753)
1423559_at	16502	Mus musculus	potassium voltage gated channel, Shaw-related subfamily, member 1(Kcnc1)
1425685_at	67861	Mus musculus	aldo-keto reductase family 1, member B10 (aldose reductase)(Akr1b10)
1455264_at	67389	Mus musculus	family with sequence similarity 132, member A(Fam132a)
1449329_at	56525	Mus musculus	zinc finger protein 235(Zfp235)
1432624_at	76125	Mus musculus	RIKEN cDNA 5830487K18 gene(5830487K18Rik)
1424432_at	226122	Mus musculus	ubiquitin domain containing 1(Ubtd1)
1422108_at	140491	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 3A(Ppp1r3a)
1460588_at	241066	Mus musculus	calcium response factor(Carf)
1444711_at	107351	Mus musculus	KN motif and ankyrin repeat domains 1(Kank1)
1451028_at	108100	Mus musculus	brain-specific angiogenesis inhibitor 1-associated protein 2(Baiap2)
1457889_at	107279	Mus musculus	expressed sequence AU014972(AU014972)
1437412_at	320769	Mus musculus	peroxiredoxin 6B(Prdx6b)
1453030_at	77853	Mus musculus	male-specific lethal 2 homolog (Drosophila)(Msl2)
1437154_at	545389	Mus musculus	centrosomal protein 170(Cep170)
1453221_at	94221	Mus musculus	golgi associated PDZ and coiled-coil motif containing(Gopc)
1420269_at	70434	Mus musculus	RIKEN cDNA 2610201A13 gene(2610201A13Rik)
1444809_at	73608	Mus musculus	MARVEL (membrane-associating) domain containing 3(Marveld3)
1421695_at	140476	Mus musculus	stereocilin(Strc)
1452448_at	11834	Mus musculus	aquarius(Aqr)
1426317_at	170461	Mus musculus	StAR-related lipid transfer (START) domain containing 6(Stard6)
1430802_at	15016	Mus musculus	histocompatibility 2, Q region locus 5(H2-Q5)
1449076_x_at	104923	Mus musculus	acireductone dioxygenase 1(Adi1)
1456036_x_at	14873	Mus musculus	glutathione S-transferase omega 1(Gsto1)
1442461_at	328232	Mus musculus	glucose-fructose oxidoreductase domain containing 1(Gfod1)
1459236_at	99814	Mus musculus	expressed sequence AU022436(AU022436)
1429551_at	69034	Mus musculus	nuclear protein transcriptional regulator 1 like(Nupr1l)
1436089_at	18130	Mus musculus	integrator complex subunit 6(Ints6)
1425792_a_at	19885	Mus musculus	RAR-related orphan receptor gamma(Rorc)
1429758_at	74211	Mus musculus	RIKEN cDNA 1700017B05 gene(1700017B05Rik)
1460476_s_at	71721	Mus musculus	family with sequence similarity 13, member C(Fam13c)
1456264_at	99311	Mus musculus	COMM domain containing 7(Commd7)
1460500_at	100042192	Mus musculus	predicted gene 3715(Gm3715)
1428779_at	226470	Mus musculus	zinc finger and BTB domain containing 41(Zbtb41)
1428787_at	105855	Mus musculus	NCK associated protein 1 like(Nckap1l)
1427357_at	72269	Mus musculus	cytidine deaminase(Cda)
1418325_at	20768	Mus musculus	selenophosphate synthetase 2(Sephs2)
1425566_at	19712	Mus musculus	RE1-silencing transcription factor(Rest)
1433721_x_at	546663	Mus musculus	predicted pseudogene 5963(Gm5963)
1440572_at	68082	Mus musculus	dual specificity phosphatase 19(Dusp19)
1430522_a_at	53620	Mus musculus	vesicle-associated membrane protein 5(Vamp5)
1430351_at	73472	Mus musculus	spermatogenesis associated 18(Spata18)
1451583_a_at	216829	Mus musculus	membrane magnesium transporter 2(Mmgt2)
1423784_at	353172	Mus musculus	glycyl-tRNA synthetase(Gars)
1422429_at	56736	Mus musculus	ring finger protein 14(Rnf14)
1449644_at	100043218	Mus musculus	T cell receptor alpha variable 12N-1(Trav12n-1)
1424293_s_at	72519	Mus musculus	transmembrane protein 55A(Tmem55a)
1437787_at	107065	Mus musculus	leucine rich repeat transmembrane neuronal 2(Lrrtm2)
1429211_at	239857	Mus musculus	cell adhesion molecule 2(Cadm2)
1451138_x_at	70427	Mus musculus	MIER family member 2(Mier2)
1434056_a_at	230075	Mus musculus	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6(Ndufb6)
1421028_a_at	17260	Mus musculus	myocyte enhancer factor 2C(Mef2c)
1450583_s_at	14294	Mus musculus	formyl peptide receptor 3(Fpr3)
1453613_at	319264	Mus musculus	RIKEN cDNA A130006I12 gene(A130006I12Rik)
1432984_at	70376	Mus musculus	RIKEN cDNA 1700026H06 gene(1700026H06Rik)
1434706_at	70675	Mus musculus	valosin containing protein (p97)/p47 complex interacting protein 1(Vcpip1)
1423515_at	20273	Mus musculus	sodium channel, voltage-gated, type VIII, alpha(Scn8a)
1440799_s_at	227377	Mus musculus	FERM, RhoGEF and pleckstrin domain protein 2(Farp2)
1416535_at	51812	Mus musculus	microspherule protein 1(Mcrs1)
1418915_at	67096	Mus musculus	methylmalonic aciduria cblC type, with homocystinuria(Mmachc)
1451873_a_at	17129	Mus musculus	SMAD family member 5(Smad5)
1419136_at	105349	Mus musculus	aldo-keto reductase family 1, member C18(Akr1c18)
1418396_at	106512	Mus musculus	G-protein signalling modulator 3 (AGS3-like, C. elegans)(Gpsm3)
1435129_at	19244	Mus musculus	protein tyrosine phosphatase 4a2(Ptp4a2)
1456989_at	239283	Mus musculus	oxoglutarate (alpha-ketoglutarate) receptor 1(Oxgr1)
1438279_at	13482	Mus musculus	dipeptidylpeptidase 4(Dpp4)
1431892_a_at	72469	Mus musculus	phospholipase C, delta 3(Plcd3)
1430246_at	74076	Mus musculus	RIKEN cDNA 4933406C10 gene(4933406C10Rik)
1449590_a_at	17532	Mus musculus	muscle and microspikes RAS(Mras)
1429805_at	432516	Mus musculus	myosin IA(Myo1a)
1459607_at	67515	Mus musculus	tetratricopeptide repeat domain 33(Ttc33)
1456905_at	381546	Mus musculus	coiled-coil domain containing 24(Ccdc24)
1420726_x_at	192289	Mus musculus	trimethyllysine hydroxylase, epsilon(Tmlhe)
1432267_at	77741	Mus musculus	RIKEN cDNA 6720483E21 gene(6720483E21Rik)
1454171_x_at	78425	Mus musculus	RIKEN cDNA 9530053H05 gene(9530053H05Rik)
1438382_x_at	72046	Mus musculus	upregulator of cell proliferation(Urgcp)
1436444_at	329641	Mus musculus	serine rich and transmembrane domain containing 1(Sertm1)
1458987_at	12572	Mus musculus	cyclin-dependent kinase 7(Cdk7)
1442149_at	207592	Mus musculus	TBC1 domain family, member 16(Tbc1d16)
1430029_a_at	67125	Mus musculus	tetraspanin 31(Tspan31)
1426735_at	381314	Mus musculus	isoleucine-tRNA synthetase 2, mitochondrial(Iars2)
1435100_at	216119	Mus musculus	ybeY metallopeptidase(Ybey)
1460453_at	380608	Mus musculus	T cell activation GTPase activating protein 1(Tagap1)
1436187_at	68841	Mus musculus	LIM domain containing preferred translocation partner in lipoma, opposite strand(Lppos)
1428960_at	71233	Mus musculus	enkurin, TRPC channel interacting protein(Enkur)
1458377_at	70625	Mus musculus	mediator complex subunit 26(Med26)
1453460_at	69334	Mus musculus	RIKEN cDNA 1700012I11 gene(1700012I11Rik)
1429700_at	73176	Mus musculus	RIKEN cDNA 3110040M04 gene(3110040M04Rik)
1457444_at	102631981	Mus musculus	predicted gene, 30173(Gm30173)
1443114_at	319543	Mus musculus	RIKEN cDNA A730059M13 gene(A730059M13Rik)
1420938_at	50786	Mus musculus	heparan sulfate 6-O-sulfotransferase 2(Hs6st2)
1432519_at	69820	Mus musculus	RIKEN cDNA 1810059H22 gene(1810059H22Rik)
1452382_at	387210	Mus musculus	microRNA 214(Mir214)
1460558_at	269336	Mus musculus	coiled-coil domain containing 32(Ccdc32)
1423309_at	22134	Mus musculus	trans-golgi network protein(Tgoln1)
1452056_s_at	19055	Mus musculus	protein phosphatase 3, catalytic subunit, alpha isoform(Ppp3ca)
1438209_at	74034	Mus musculus	RIKEN cDNA 4632404H12 gene(4632404H12Rik)
1435029_at	65964	Mus musculus	sterile alpha motif and leucine zipper containing kinase AZK(Zak)
1433428_x_at	21817	Mus musculus	transglutaminase 2, C polypeptide(Tgm2)
1430855_at	73368	Mus musculus	collagen, type XX, alpha 1(Col20a1)
1428913_at	52838	Mus musculus	DNL-type zinc finger(Dnlz)
1428576_at	319594	Mus musculus	hypoxia-inducible factor 1, alpha subunit inhibitor(Hif1an)
1455859_at	207686	Mus musculus	cilia and flagella associated protein 69(Cfap69)
1433317_at	74983	Mus musculus	RIKEN cDNA 4930477O15 gene(4930477O15Rik)
1424182_at	110446	Mus musculus	acetyl-Coenzyme A acetyltransferase 1(Acat1)
1458895_at	97243	Mus musculus	N(alpha)-acetyltransferase 11, NatA catalytic subunit(Naa11)
1438968_x_at	20733	Mus musculus	serine protease inhibitor, Kunitz type 2(Spint2)
1440823_x_at	276829	Mus musculus	smoothelin-like 2(Smtnl2)
1419084_a_at	18545	Mus musculus	Purkinje cell protein 2 (L7)(Pcp2)
1443260_at	17268	Mus musculus	Meis homeobox 1(Meis1)
1438340_at	278304	Mus musculus	zinc finger protein 385C(Zfp385c)
1438114_x_at	13644	Mus musculus	embryonal Fyn-associated substrate(Efs)
1418650_at	67946	Mus musculus	spermatogenesis associated 6(Spata6)
1425848_a_at	66959	Mus musculus	dual specificity phosphatase 26 (putative)(Dusp26)
1417541_at	15201	Mus musculus	helicase, lymphoid specific(Hells)
1416431_at	67951	Mus musculus	tubulin, beta 6 class V(Tubb6)
1442057_at	98247	Mus musculus	expressed sequence AA986695(AA986695)
1426809_at	97031	Mus musculus	taperin(Tprn)
1426222_s_at	67776	Mus musculus	von Willebrand factor A domain containing 5A(Vwa5a)
1448192_s_at	19139	Mus musculus	phosphoribosyl pyrophosphate synthetase 1(Prps1)
1448208_at	17125	Mus musculus	SMAD family member 1(Smad1)
1421966_at	17967	Mus musculus	neural cell adhesion molecule 1(Ncam1)
1428369_s_at	71435	Mus musculus	Rho GTPase activating protein 21(Arhgap21)
1455305_x_at	15382	Mus musculus	heterogeneous nuclear ribonucleoprotein A1(Hnrnpa1)
1423484_at	83675	Mus musculus	BicC family RNA binding protein 1(Bicc1)
1423711_at	69702	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1(Ndufaf1)
1446433_at	74159	Mus musculus	acyl-Coenzyme A binding domain containing 5(Acbd5)
1420680_at	56094	Mus musculus	cathepsin 8(Cts8)
1429555_at	224250	Mus musculus	claudin domain containing 1(Cldnd1)
1438384_at	73309	Mus musculus	SPANX family, member N4(Spanxn4)
1441291_at	11350	Mus musculus	c-abl oncogene 1, non-receptor tyrosine kinase(Abl1)
1447334_at	14025	Mus musculus	B cell CLL/lymphoma 11A (zinc finger protein)(Bcl11a)
1431170_at	13638	Mus musculus	ephrin A3(Efna3)
1443922_at	214742	Mus musculus	REST corepressor 3(Rcor3)
1422605_at	58200	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 1A(Ppp1r1a)
1416496_at	67568	Mus musculus	Morf4 family associated protein 1(Mrfap1)
1422965_at	11610	Mus musculus	angiotensin II, type I receptor-associated protein(Agtrap)
1420929_at	54366	Mus musculus	catenin (cadherin associated protein), alpha-like 1(Ctnnal1)
