	406	9575	1407	1408	1460	8553	4862	85457	6097	79365	5528	5529	8864	5187	1454	5501	1457	1459	9975	2146	79176	5499	5500	5518	5519	2932	23291	4841	11091	1453	5515	6096	4783	51655	5566	56938	1628	6095	5516	8863	8914	5536	5578	8945	9572	26224	190	196	207	367	2033	2034	3091	3320	8850	3131	266743	466	546	760	1050	1054	1108	1111	1387	1390	7008	1642	1649	1786	1788	1789	1810	1822	1876	3065	3066	5371	5914	7409	8726	23512	23649	5252	2770	2771	2782	3054	4163	4221	4297	4609	4654	10538	90993	10488	4830	4831	5111	5430	5829	6421	6688	7414	55269	4842	6256	8202	9737	5469	5705	5929	10499	55885	8648	83714	6667	6774	7329	8450	8451	11277	54962	9070	9410	9611	9612	10002	9722	57727	23178	29915	51514	83743
1	3154.0	307.9	9772.3	2704.3	24271.3	11216.6	67.1	8242.3	5321.6	47.3	854.1	3346.2	69.0	471.7	40.8	4076.1	1034.9	1233.9	13006.6	305.1	362.5	24274.3	39572.0	4985.5	4340.9	2773.1	508.6	72.1	2875.2	2147.0	4921.5	49.7	4148.9	47.5	12698.4	36.7	2761.5	36.5	5579.2	44.4	55.8	2286.3	76.6	1668.9	110.8	3423.9	60.3	13388.6	2266.9	52.7	1049.3	27926.3	1848.1	56161.7	43.1	1003.7	55.0		587.3	1284.0	16774.5	338.6	2433.6	85.0	331.3	4795.1	363.7	11474.5	1228.7	186.1	138.3	81.0	2923.8	56.2	1383.3	4613.3	67.6	144.3	62.3	117.4	7421.0	97.4	326.0	238.0	48.3	6034.3	6419.1	392.1	3142.6	1753.2	155.9	476.0	44.7	99.4	37.7	3074.4	17431.5	215724.4	20381.8	37.9	831.2	6297.8	101.7	591.6	566.4	110.8	9348.6	58.1	51.3	96.1	17746.1	2343.8	6485.3	49.8	1329.5	145.2	8267.3	509.0	1112.7	1648.9	6793.6	983.5	2308.1	1820.9	2164.1	16083.4	148.1	51.9	64.0	88.5	62.6	542.8	71.1	278.5
2	4113.3	524.6	11662.4	2643.1	22488.3	11929.4	85.8	8441.5	4318.9	48.2	853.3	3017.9	71.5	492.9	41.0	4193.1	1233.7	1347.2	12287.7	309.9	394.9	24112.6	36809.2	4909.1	4510.8	2463.7	291.6	73.1	2362.3	2091.3	5673.6	50.5	4317.8	48.0	10091.2	36.7	2285.6	36.7	5984.3	44.9	56.1	2252.7	67.6	1561.9	111.1	4354.0	60.8	13015.3	1896.5	52.8	917.7	25923.0	2151.1	58811.5	43.2	962.9	55.6		636.4	1286.9	14557.4	255.9	2864.3	85.1	311.3	5753.3	441.3	8085.5	1273.7	252.0	139.7	66.4	3081.4	55.3	1394.1	4122.2	55.5	239.8	63.0	165.3	7760.7	139.5	282.2	182.0	48.4	5476.7	6571.8	391.0	3466.7	1594.4	155.5	863.2	45.1	100.8	37.5	3329.4	18334.0	228795.4	23359.7	38.0	798.1	5711.4	102.0	483.7	481.0	118.8	9094.2	99.4	51.6	93.5	18718.0	2239.1	6484.1	49.6	1140.3	128.1	7512.4	519.6	1059.4	2186.2	6199.9	986.9	2877.1	2454.2	2287.7	16605.3	198.3	52.5	63.1	114.9	66.9	620.5	72.1	282.7
3	3470.5	487.8	10140.0	2366.5	23279.2	9554.4	72.6	7244.8	4309.6	47.9	826.6	3163.7	54.9	474.7	40.7	4423.0	1248.4	1250.1	10224.0	294.0	555.1	25610.3	38949.8	4645.2	4147.8	2731.7	446.2	72.6	2748.6	1921.4	5012.8	49.9	5089.7	47.7	10736.4	36.7	1472.0	36.9	6171.8	44.6	56.0	2631.0	92.1	1485.4	111.0	4723.6	61.3	14375.0	1944.4	52.3	941.1	24140.4	1714.7	61299.0	43.2	811.8	55.2		508.6	1370.8	17500.7	239.5	2586.9	85.4	190.2	6041.6	317.1	9608.2	1128.4	246.2	135.7	71.8	3404.1	55.8	1604.6	3840.5	54.9	145.0	61.2	165.2	7298.8	94.4	356.4	237.8	48.7	5999.2	6586.5	391.3	3839.9	1725.9	132.6	698.5	44.9	97.7	37.4	3186.7	18414.6	232116.6	23793.7	38.1	762.0	4498.8	102.0	515.4	393.1	117.1	10134.5	58.2	51.6	92.6	18873.6	2137.8	6810.2	49.8	1195.3	86.1	8722.6	446.4	818.4	2093.8	6101.9	984.9	2672.6	2294.7	1743.1	14475.6	114.8	52.8	62.5	71.0	74.4	614.3	71.3	243.0
4	4860.3	431.4	11540.6	2208.3	22350.8	11547.7	123.8	7360.0	4928.5	48.3	807.5	2806.2	54.6	556.2	41.1	4509.3	986.0	1087.9	9298.0	287.2	322.5	25154.3	39932.4	4281.7	5257.2	2210.0	578.7	73.4	2804.8	2040.6	4853.0	50.3	4628.5	48.1	10513.5	36.9	1197.7	37.0	5897.6	44.9	56.3	1843.4	68.8	1639.1	120.7	4727.4	61.1	16259.0	1672.1	52.8	842.4	23519.3	1901.9	41181.9	43.4	857.9	55.8		772.6	1586.0	13851.6	256.3	1840.0	86.2	112.2	6238.5	220.7	8834.3	1118.7	127.0	137.1	70.1	3807.5	56.7	1288.8	4314.0	55.6	148.5	63.8	105.8	8125.0	99.5	273.9	221.6	48.5	5294.8	5830.8	393.1	5014.4	1568.9	153.3	858.1	45.1	99.8	38.1	3338.8	18491.9	223204.4	22368.9	38.3	796.2	4479.4	102.3	441.1	522.9	116.7	9379.5	58.4	51.9	94.3	18125.7	2352.2	6190.9	49.6	1259.6	137.7	9283.1	447.6	954.8	2204.4	5948.2	991.7	2775.8	1801.1	2073.5	16509.9	142.0	52.5	63.4	71.3	67.2	567.8	71.6	280.2
5	4246.7	299.5	8737.1	2336.2	24476.2	9691.3	164.1	8018.2	4011.4	47.1	876.4	2819.3	53.4	480.5	40.1	4460.8	1229.9	1295.0	7393.1	317.0	411.4	26278.0	39239.3	5827.4	4662.7	2580.0	379.1	70.6	3010.1	2070.3	4942.3	48.6	5392.3	47.2	11766.7	36.3	970.6	36.5	5992.8	43.9	55.1	1990.5	65.3	1597.6	118.3	4455.8	58.3	10935.0	2270.3	52.4	1128.0	26944.9	1429.5	34280.5	42.6	705.8	53.7		462.6	1417.9	20126.6	318.4	2837.7	79.7	166.6	5924.2	138.1	10917.2	932.4	201.2	164.4	114.0	2756.1	67.7	1318.4	4175.2	58.0	303.1	59.3	119.0	7948.6	93.6	289.4	299.9	48.1	6584.7	5761.4	406.5	3571.9	1753.5	262.6	928.9	43.6	99.9	37.5	2505.5	17374.2	228848.2	20234.2	37.6	815.9	5008.5	100.4	550.8	451.2	110.8	12688.8	98.4	49.8	95.0	18836.5	2657.4	6399.9	48.0	1327.1	215.4	10151.3	440.6	1189.0	2172.2	5458.8	970.2	2782.0	2140.5	2095.0	16473.3	149.3	50.7	63.3	104.7	71.6	614.5	69.9	274.8
6	5206.7	667.8	10106.8	1495.0	21077.9	14431.5	486.9	9193.3	2335.4	48.3	886.4	3150.4	54.8	444.5	41.1	3891.1	1182.9	1443.1	4442.3	287.8	325.1	25635.0	42129.0	4546.8	4617.6	2210.1	317.4	74.1	3233.2	1990.1	4902.4	50.2	4002.9	48.0	15078.8	36.7	527.4	36.9	5869.3	44.8	56.3	1955.8	61.6	1537.1	120.6	3392.5	61.0	14950.8	1934.3	52.8	1379.2	26700.8	1409.6	31969.1	43.3	773.6	55.1		655.1	1124.5	18372.4	238.1	3015.7	86.5	217.4	5677.7	110.4	9524.9	1801.8	205.4	144.3	312.8	3635.6	57.2	1292.4	4138.6	55.2	153.3	62.9	100.6	8816.4	109.6	272.7	390.9	48.6	5277.5	5675.1	393.7	3648.7	1765.4	219.0	741.6	44.7	97.4	38.2	2428.7	19143.8	225240.4	17594.5	38.1	1064.0	7676.0	102.3	323.6	541.6	178.0	10432.0	58.2	51.7	93.1	17210.9	3062.0	8041.7	49.6	1416.2	172.0	8578.0	448.4	1000.2	2047.8	6499.5	990.6	2201.1	1952.5	2321.7	19695.2	141.8	53.0	62.9	97.7	65.1	946.9	71.3	280.3
7	4209.0	434.6	9035.8	1571.9	18864.3	5672.1	595.5	9073.8	2018.4	46.7	787.3	3151.8	53.9	415.4	40.6	3517.4	1293.3	1506.6	3722.7	318.5	345.8	22733.7	49792.0	5318.6	4561.1	2249.0	291.7	73.2	3076.3	1791.1	5431.0	49.8	5287.7	47.6	14457.3	36.5	357.2	36.7	5438.6	43.7	75.0	1897.5	64.7	1589.7	110.3	3015.6	59.4	17262.1	1910.4	52.5	1102.4	23741.0	1289.7	32386.9	43.1	868.0	54.4		525.9	1388.3	16131.0	203.4	2483.8	80.6	133.1	4546.8	103.7	8857.1	1786.6	144.3	154.1	131.1	3632.0	54.9	1425.0	3447.2	55.0	389.6	60.6	139.6	8758.2	101.0	280.7	276.6	48.1	4897.1	4863.2	388.6	2654.0	1726.2	198.1	399.0	44.3	95.7	37.6	2892.8	20568.2	233903.5	18692.3	38.0	978.8	7215.1	101.2	245.2	634.9	113.9	10121.8	57.5	50.4	91.7	16639.7	2752.7	7715.1	48.6	1518.3	156.7	8488.3	436.1	864.3	1873.4	6308.4	1010.7	3042.8	1721.4	3556.3	19065.3	177.5	52.4	64.0	128.4	64.7	912.7	74.8	277.2
8	5264.8	254.9	6777.9	1187.9	20034.4	2835.5	397.3	7065.3	1228.7	48.8	850.0	2773.7	55.1	491.0	41.6	3923.7	1116.2	1429.4	3444.2	310.8	323.4	25383.7	49489.8	4770.0	4253.9	2206.9	410.8	74.4	2539.7	1671.5	5080.4	51.2	5842.4	48.9	14764.4	37.2	349.2	37.2	5840.1	45.7	56.8	1953.2	115.0	1505.0	121.7	3167.1	62.7	18469.4	1631.4	53.4	963.4	18897.7	1417.0	31531.5	43.8	660.5	56.2		476.5	1454.8	13817.5	260.8	2337.4	87.1	77.1	5523.3	65.6	7038.6	1904.7	167.5	140.2	84.8	4173.8	56.8	1032.4	4200.3	56.7	133.3	64.3	148.3	8549.4	156.9	281.5	226.6	49.0	5208.1	4824.2	352.6	3170.9	1775.6	156.3	314.5	45.8	108.5	38.4	3218.9	19725.3	226973.2	19705.4	38.6	520.2	7555.9	108.6	363.1	678.7	139.0	7506.1	65.5	52.7	97.3	14924.9	2429.2	7031.7	50.6	1352.2	143.4	7359.6	403.6	700.0	1907.4	6431.8	1000.3	2505.8	1918.3	4124.9	14278.9	158.6	53.5	65.7	85.4	67.1	716.0	74.3	282.4
9	4122.4	446.1	5963.3	2208.5	20146.6	3147.5	745.2	8353.3	1201.6	46.0	1095.7	3208.7	54.4	440.4	42.4	2503.9	1431.6	1788.6	13098.2	300.8	403.5	23029.6	40355.3	5527.9	4593.3	3031.8	87.3	70.2	3383.6	1988.0	6038.6	48.4	8427.3	46.2	15420.1	36.2	655.2	36.2	5482.3	43.8	55.2	2194.8	68.2	1586.4	429.5	4425.4	59.7	18809.6	2139.3	80.0	1296.6	25571.5	995.4	41621.6	79.2	730.3	53.0		470.1	1362.5	20368.3	329.7	2499.8	82.7	193.2	3700.4	61.7	10390.7	1516.0	436.6	190.5	200.9	3103.8	64.2	1357.2	4200.9	54.6	308.1	59.2	112.2	7203.6	137.5	277.8	356.4	42.8	7296.2	5593.9	329.3	3505.7	2418.8	252.9	729.8	43.5	97.4	37.4	2767.3	17987.0	242005.9	15514.2	37.2	1359.8	4452.2	100.2	224.8	602.6	112.3	13345.2	82.6	49.7	90.4	17925.8	2657.4	8761.0	49.0	1983.2	116.3	9883.3	609.7	1520.9	1924.8	5676.1	967.9	2623.1	1597.2	2382.6	19621.0	136.4	50.6	60.0	135.2	72.7	951.7	70.2	275.6
